"id","ship_mode","segment","country","city","state","postal_code","region","category","sub_category","sales","quantity","discount","profit"
4083,"Second Class","Home Office","United States","New York City","New York",10024,"East","Furniture","Chairs",1242.9,5,0.1,262.39
2678,"Same Day","Home Office","United States","Muskogee","Oklahoma",74403,"Central","Furniture","Tables",262.11,1,0,62.9064
7702,"Standard Class","Consumer","United States","San Francisco","California",94110,"West","Office Supplies","Envelopes",10.86,3,0,5.1042
8751,"Standard Class","Corporate","United States","Fairfield","Connecticut",6824,"East","Office Supplies","Storage",579.51,3,0,81.1314
7650,"Standard Class","Consumer","United States","Long Beach","New York",11561,"East","Office Supplies","Paper",167.94,3,0,82.2906
6267,"Second Class","Consumer","United States","Fresno","California",93727,"West","Furniture","Tables",764.688,6,0.2,95.586
6578,"Same Day","Corporate","United States","San Diego","California",92105,"West","Office Supplies","Storage",359.32,4,0,7.1864
2158,"Second Class","Corporate","United States","Inglewood","California",90301,"West","Office Supplies","Paper",116.28,3,0,56.9772
4839,"Standard Class","Corporate","United States","New York City","New York",10035,"East","Office Supplies","Paper",37,5,0,16.65
5659,"First Class","Consumer","United States","Santa Clara","California",95051,"West","Office Supplies","Binders",21.552,6,0.2,7.0044
4060,"Standard Class","Corporate","United States","Virginia Beach","Virginia",23464,"South","Technology","Phones",617.97,3,0,173.0316
8785,"Second Class","Corporate","United States","Salem","Oregon",97301,"West","Office Supplies","Art",71.632,11,0.2,17.908
2740,"Standard Class","Consumer","United States","Paterson","New Jersey",7501,"East","Furniture","Furnishings",12.99,1,0,1.5588
7854,"Standard Class","Consumer","United States","Richmond","Virginia",23223,"South","Office Supplies","Storage",15.42,1,0,4.1634
9350,"Standard Class","Consumer","United States","Los Angeles","California",90049,"West","Office Supplies","Art",10.75,5,0,3.5475
3748,"Same Day","Consumer","United States","Asheville","North Carolina",28806,"South","Technology","Phones",1363.96,5,0.2,85.2475
1770,"Standard Class","Corporate","United States","Dallas","Texas",75081,"Central","Office Supplies","Binders",12.222,7,0.8,-20.1663
9531,"First Class","Corporate","United States","Cranston","Rhode Island",2920,"East","Furniture","Furnishings",35,4,0,14.7
5937,"Standard Class","Corporate","United States","Los Angeles","California",90008,"West","Furniture","Bookcases",290.666,2,0.15,27.3568
3160,"Standard Class","Corporate","United States","Greensboro","North Carolina",27405,"South","Office Supplies","Supplies",20.608,2,0.2,-4.3792
4898,"Standard Class","Home Office","United States","Bozeman","Montana",59715,"West","Office Supplies","Labels",14.62,2,0,6.8714
6341,"First Class","Consumer","United States","Little Rock","Arkansas",72209,"South","Office Supplies","Binders",64.14,3,0,30.7872
2987,"Standard Class","Consumer","United States","Charlotte","North Carolina",28205,"South","Office Supplies","Paper",192.16,5,0.2,67.256
7509,"First Class","Consumer","United States","San Francisco","California",94122,"West","Furniture","Furnishings",38.29,7,0,16.4647
4635,"Standard Class","Consumer","United States","Greenville","North Carolina",27834,"South","Technology","Phones",249.584,2,0.2,31.198
1934,"Standard Class","Consumer","United States","New York City","New York",10024,"East","Furniture","Chairs",326.646,3,0.1,39.9234
3482,"Standard Class","Consumer","United States","Springfield","Missouri",65807,"Central","Office Supplies","Paper",51.84,8,0,25.4016
8830,"Standard Class","Corporate","United States","Indianapolis","Indiana",46203,"Central","Office Supplies","Art",125.93,7,0,35.2604
7703,"Standard Class","Consumer","United States","San Antonio","Texas",78207,"Central","Technology","Accessories",383.952,6,0.2,47.994
1118,"Standard Class","Corporate","United States","Portland","Oregon",97206,"West","Office Supplies","Appliances",11.176,1,0.2,0.8382
8720,"First Class","Consumer","United States","Los Angeles","California",90004,"West","Furniture","Chairs",603.92,5,0.2,-67.941
956,"Second Class","Home Office","United States","Troy","New York",12180,"East","Technology","Accessories",89.97,3,0,37.7874
6550,"Standard Class","Home Office","United States","New York City","New York",10009,"East","Office Supplies","Art",3.28,1,0,1.4104
5985,"First Class","Home Office","United States","Aurora","Illinois",60505,"Central","Furniture","Tables",796.425,7,0.5,-525.6405
8790,"Same Day","Corporate","United States","San Francisco","California",94109,"West","Office Supplies","Envelopes",71.88,6,0,33.0648
9648,"First Class","Consumer","United States","Pasadena","California",91104,"West","Office Supplies","Storage",161.94,3,0,9.7164
5791,"Standard Class","Corporate","United States","Franklin","Massachusetts",2038,"East","Office Supplies","Paper",6.58,2,0,3.0268
3216,"First Class","Consumer","United States","Los Angeles","California",90008,"West","Technology","Phones",374.376,3,0.2,46.797
2981,"First Class","Home Office","United States","Los Angeles","California",90036,"West","Furniture","Chairs",601.536,4,0.2,0
8690,"Same Day","Consumer","United States","Amarillo","Texas",79109,"Central","Office Supplies","Paper",28.352,1,0.2,9.5688
6489,"Standard Class","Consumer","United States","San Francisco","California",94122,"West","Furniture","Furnishings",30.8,4,0,10.164
7145,"Standard Class","Consumer","United States","Long Beach","California",90805,"West","Office Supplies","Labels",61.06,2,0,28.0876
6854,"Standard Class","Consumer","United States","San Francisco","California",94122,"West","Office Supplies","Binders",25.824,6,0.2,9.0384
9448,"Same Day","Consumer","United States","Greenwood","Indiana",46142,"Central","Furniture","Chairs",1424.9,5,0,356.225
7303,"First Class","Corporate","United States","San Francisco","California",94110,"West","Technology","Copiers",1199.976,3,0.2,374.9925
338,"Second Class","Consumer","United States","Long Beach","California",90805,"West","Office Supplies","Storage",61.02,3,0,0.6102
6447,"Standard Class","Home Office","United States","Columbus","Indiana",47201,"Central","Office Supplies","Appliances",209.3,2,0,56.511
4411,"Standard Class","Home Office","United States","Los Angeles","California",90045,"West","Technology","Accessories",62.85,3,0,13.1985
8949,"Standard Class","Consumer","United States","Chicago","Illinois",60610,"Central","Technology","Accessories",79.984,2,0.2,13.9972
8421,"Standard Class","Consumer","United States","New York City","New York",10024,"East","Technology","Accessories",843.9,2,0,371.316
5990,"Second Class","Home Office","United States","Chicago","Illinois",60653,"Central","Office Supplies","Storage",505.32,3,0.2,31.5825
9485,"Second Class","Consumer","United States","Lafayette","Louisiana",70506,"South","Furniture","Bookcases",145.74,3,0,23.3184
897,"Same Day","Home Office","United States","Glendale","Arizona",85301,"West","Furniture","Furnishings",113.568,2,0.2,-5.6784
4294,"Standard Class","Consumer","United States","San Francisco","California",94122,"West","Office Supplies","Art",6.57,3,0,1.7739
6672,"Standard Class","Consumer","United States","Jackson","Mississippi",39212,"South","Technology","Accessories",66.3,3,0,8.619
4184,"Standard Class","Consumer","United States","Coppell","Texas",75019,"Central","Office Supplies","Storage",16.784,1,0.2,-0.2098
2709,"Second Class","Home Office","United States","Everett","Massachusetts",2149,"East","Furniture","Furnishings",38.97,3,0,4.6764
8441,"Standard Class","Corporate","United States","San Antonio","Texas",78207,"Central","Office Supplies","Fasteners",3.552,3,0.2,1.2432
718,"Standard Class","Corporate","United States","New York City","New York",10035,"East","Office Supplies","Art",60.45,3,0,16.3215
8412,"Second Class","Consumer","United States","Los Angeles","California",90045,"West","Technology","Copiers",2799.96,5,0.2,944.9865
5346,"Standard Class","Consumer","United States","Los Angeles","California",90004,"West","Office Supplies","Paper",58.32,9,0,27.9936
300,"Standard Class","Home Office","United States","Columbus","Georgia",31907,"South","Office Supplies","Storage",481.32,4,0,125.1432
8849,"Standard Class","Consumer","United States","New York City","New York",10009,"East","Office Supplies","Art",3.64,2,0,0.9828
3158,"Standard Class","Consumer","United States","Houston","Texas",77095,"Central","Office Supplies","Storage",32.544,2,0.2,-7.7292
9663,"Standard Class","Corporate","United States","Dallas","Texas",75081,"Central","Office Supplies","Binders",1.964,2,0.8,-3.2406
6944,"Second Class","Home Office","United States","Los Angeles","California",90008,"West","Office Supplies","Binders",147.92,5,0.2,46.225
5793,"Second Class","Consumer","United States","Columbia","Missouri",65203,"Central","Furniture","Chairs",60.89,1,0,15.2225
1381,"Second Class","Home Office","United States","San Francisco","California",94109,"West","Office Supplies","Art",5.58,1,0,1.395
5510,"First Class","Corporate","United States","Woonsocket","Rhode Island",2895,"East","Office Supplies","Paper",45.36,7,0,21.7728
1680,"First Class","Home Office","United States","New York City","New York",10035,"East","Office Supplies","Paper",32.4,5,0,15.552
219,"First Class","Corporate","United States","Houston","Texas",77070,"Central","Office Supplies","Art",55.328,2,0.2,6.2244
1215,"Standard Class","Consumer","United States","San Francisco","California",94122,"West","Technology","Accessories",223.58,14,0,87.1962
3913,"Same Day","Home Office","United States","Smyrna","Georgia",30080,"South","Office Supplies","Paper",348.84,9,0,170.9316
2551,"Standard Class","Consumer","United States","San Antonio","Texas",78207,"Central","Furniture","Furnishings",17.496,3,0.6,-10.0602
1144,"Standard Class","Corporate","United States","San Diego","California",92024,"West","Office Supplies","Binders",36.36,3,0.2,12.2715
187,"Standard Class","Consumer","United States","Pasadena","Texas",77506,"Central","Office Supplies","Art",45.04,2,0.2,4.504
2925,"Second Class","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Art",43.92,3,0,12.7368
5628,"Standard Class","Consumer","United States","Rochester","New York",14609,"East","Office Supplies","Binders",6.096,2,0.2,2.0574
1689,"First Class","Consumer","United States","New York City","New York",10035,"East","Technology","Accessories",119.96,4,0,52.7824
8571,"Standard Class","Consumer","United States","Rogers","Arkansas",72756,"South","Office Supplies","Binders",40.41,9,0,18.5886
5226,"Standard Class","Consumer","United States","East Orange","New Jersey",7017,"East","Technology","Accessories",31.8,3,0,13.674
671,"Standard Class","Corporate","United States","New York City","New York",10011,"East","Office Supplies","Appliances",8.39,1,0,2.0975
3587,"Standard Class","Corporate","United States","Redmond","Oregon",97756,"West","Furniture","Tables",177.225,5,0.5,-120.513
9415,"Second Class","Home Office","United States","Los Angeles","California",90004,"West","Office Supplies","Art",11.16,2,0,2.79
8862,"First Class","Home Office","United States","Richmond","Virginia",23223,"South","Office Supplies","Binders",15.18,3,0,7.1346
5728,"Standard Class","Home Office","United States","San Diego","California",92037,"West","Office Supplies","Art",31.84,8,0,10.5072
4646,"Standard Class","Consumer","United States","New York City","New York",10035,"East","Technology","Accessories",50,2,0,12
3875,"Standard Class","Corporate","United States","Springfield","Oregon",97477,"West","Technology","Phones",859.2,3,0.2,75.18
8497,"Standard Class","Corporate","United States","New York City","New York",10035,"East","Office Supplies","Binders",11.568,3,0.2,3.7596
3440,"Standard Class","Corporate","United States","Overland Park","Kansas",66212,"Central","Office Supplies","Art",27.78,6,0,9.1674
5563,"Standard Class","Corporate","United States","Franklin","Wisconsin",53132,"Central","Furniture","Chairs",392.94,3,0,43.2234
82,"Standard Class","Corporate","United States","Los Angeles","California",90004,"West","Office Supplies","Supplies",17.76,2,0,4.9728
2960,"Standard Class","Consumer","United States","San Francisco","California",94122,"West","Office Supplies","Storage",150.66,9,0,6.0264
8600,"Standard Class","Consumer","United States","San Francisco","California",94110,"West","Furniture","Furnishings",41.96,2,0,10.9096
4107,"Standard Class","Consumer","United States","Morristown","New Jersey",7960,"East","Technology","Machines",480,4,0,225.6
8990,"Second Class","Corporate","United States","Newark","Delaware",19711,"East","Office Supplies","Fasteners",26.18,7,0,0.5236
3544,"Standard Class","Corporate","United States","Newark","Delaware",19711,"East","Furniture","Furnishings",39.98,2,0,9.1954
8841,"First Class","Consumer","United States","Oakland","California",94601,"West","Office Supplies","Appliances",203.52,3,0,54.9504
4127,"Standard Class","Home Office","United States","Concord","New Hampshire",3301,"East","Technology","Phones",824.95,5,0,247.485
592,"Same Day","Consumer","United States","Chula Vista","California",91911,"West","Office Supplies","Art",192.8,4,0,55.912
520,"Standard Class","Home Office","United States","San Francisco","California",94109,"West","Office Supplies","Labels",18.9,6,0,9.072
4933,"Second Class","Consumer","United States","Atlanta","Georgia",30318,"South","Technology","Accessories",499.98,2,0,114.9954
4888,"Second Class","Consumer","United States","Houston","Texas",77095,"Central","Technology","Accessories",26.176,2,0.2,-3.272
9593,"Standard Class","Consumer","United States","Chicago","Illinois",60653,"Central","Furniture","Chairs",526.344,4,0.3,-75.192
5488,"Standard Class","Consumer","United States","Gilbert","Arizona",85234,"West","Furniture","Furnishings",40.256,4,0.2,11.0704
3712,"First Class","Corporate","United States","Arlington","Texas",76017,"Central","Furniture","Chairs",213.43,5,0.3,-39.637
561,"Standard Class","Consumer","United States","Hattiesburg","Mississippi",39401,"South","Office Supplies","Storage",87.92,4,0,0.8792
1821,"Second Class","Corporate","United States","Marietta","Georgia",30062,"South","Office Supplies","Storage",1263.3,6,0,315.825
8964,"Same Day","Home Office","United States","Smyrna","Georgia",30080,"South","Technology","Phones",484.83,3,0,126.0558
9305,"Standard Class","Corporate","United States","New York City","New York",10011,"East","Office Supplies","Binders",20.368,1,0.2,7.3834
963,"Standard Class","Consumer","United States","Manchester","Connecticut",6040,"East","Office Supplies","Art",119.04,6,0,48.8064
3551,"Standard Class","Corporate","United States","Milwaukee","Wisconsin",53209,"Central","Technology","Accessories",98.16,6,0,9.816
3595,"Second Class","Home Office","United States","Cambridge","Massachusetts",2138,"East","Technology","Phones",311.98,2,0,93.594
2561,"Standard Class","Corporate","United States","Newark","Delaware",19711,"East","Office Supplies","Storage",2934.33,7,0,792.2691
7361,"Standard Class","Consumer","United States","Los Angeles","California",90008,"West","Office Supplies","Paper",28.14,3,0,13.5072
738,"Standard Class","Corporate","United States","Nashua","New Hampshire",3060,"East","Furniture","Furnishings",21.12,4,0,6.5472
6079,"Same Day","Consumer","United States","Madison","Wisconsin",53711,"Central","Office Supplies","Fasteners",1.81,1,0,0.6516
4174,"Standard Class","Corporate","United States","Odessa","Texas",79762,"Central","Office Supplies","Appliances",13.762,1,0.8,-24.7716
560,"First Class","Corporate","United States","Odessa","Texas",79762,"Central","Furniture","Chairs",563.43,5,0.3,-56.343
9964,"Standard Class","Home Office","United States","Hot Springs","Arkansas",71901,"South","Office Supplies","Fasteners",30,6,0,14.4
5416,"Standard Class","Consumer","United States","Lafayette","Louisiana",70506,"South","Technology","Machines",479.97,3,0,239.985
3585,"Standard Class","Corporate","United States","Los Angeles","California",90004,"West","Technology","Accessories",254.97,3,0,91.7892
3855,"Standard Class","Home Office","United States","Chandler","Arizona",85224,"West","Furniture","Chairs",842.376,3,0.2,105.297
3618,"Standard Class","Corporate","United States","Lawrence","Massachusetts",1841,"East","Office Supplies","Storage",46.26,3,0,12.4902
1782,"First Class","Home Office","United States","Springfield","Missouri",65807,"Central","Office Supplies","Binders",8.76,2,0,4.2048
6956,"Standard Class","Consumer","United States","Asheville","North Carolina",28806,"South","Office Supplies","Art",8.76,5,0.2,0.7665
1009,"Second Class","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Paper",110.96,2,0,53.2608
8315,"Standard Class","Consumer","United States","Salem","Oregon",97301,"West","Office Supplies","Labels",11.52,5,0.2,3.744
8396,"First Class","Corporate","United States","San Francisco","California",94122,"West","Office Supplies","Paper",8.56,2,0,3.852
681,"Standard Class","Consumer","United States","New York City","New York",10035,"East","Office Supplies","Binders",8.64,2,0.2,3.024
8707,"Standard Class","Home Office","United States","Houston","Texas",77036,"Central","Office Supplies","Supplies",69.12,9,0.2,-14.688
4514,"Standard Class","Consumer","United States","New Albany","Indiana",47150,"Central","Office Supplies","Binders",38.22,6,0,17.9634
9527,"Standard Class","Consumer","United States","Houston","Texas",77095,"Central","Office Supplies","Binders",6.33,5,0.8,-9.8115
9456,"Second Class","Corporate","United States","Rockford","Illinois",61107,"Central","Office Supplies","Binders",13.84,4,0.8,-22.144
168,"Standard Class","Home Office","United States","San Francisco","California",94110,"West","Technology","Phones",689.408,4,0.2,77.5584
5373,"Standard Class","Corporate","United States","Camarillo","California",93010,"West","Furniture","Chairs",722.352,3,0.2,81.2646
5033,"Second Class","Consumer","United States","Long Beach","California",90805,"West","Office Supplies","Paper",160.72,14,0,78.7528
7751,"Same Day","Consumer","United States","Fairfield","Connecticut",6824,"East","Office Supplies","Appliances",426.79,7,0,123.7691
431,"First Class","Consumer","United States","Troy","New York",12180,"East","Office Supplies","Paper",14.56,2,0,6.9888
8685,"Standard Class","Home Office","United States","Cheyenne","Wyoming",82001,"West","Furniture","Chairs",1603.136,4,0.2,100.196
3179,"Standard Class","Consumer","United States","Henderson","Kentucky",42420,"South","Office Supplies","Binders",21.96,2,0,10.7604
7583,"Second Class","Consumer","United States","Lancaster","California",93534,"West","Office Supplies","Binders",17.456,2,0.2,5.8914
2494,"Standard Class","Corporate","United States","Mesa","Arizona",85204,"West","Technology","Phones",263.96,5,0.2,23.0965
1327,"Standard Class","Consumer","United States","Sacramento","California",95823,"West","Office Supplies","Storage",14.03,1,0,4.0687
3835,"Standard Class","Consumer","United States","Springfield","Oregon",97477,"West","Technology","Accessories",55.92,10,0.2,16.776
5896,"Standard Class","Corporate","United States","New York City","New York",10035,"East","Office Supplies","Art",11.52,4,0,3.3408
5839,"Same Day","Consumer","United States","Bolingbrook","Illinois",60440,"Central","Office Supplies","Paper",10.368,2,0.2,3.6288
2626,"Standard Class","Home Office","United States","Los Angeles","California",90032,"West","Technology","Copiers",3359.952,6,0.2,1049.985
181,"Standard Class","Consumer","United States","Los Angeles","California",90032,"West","Technology","Phones",211.168,4,0.2,18.4772
8031,"Standard Class","Consumer","United States","Springfield","Missouri",65807,"Central","Office Supplies","Paper",21.93,3,0,10.0878
1163,"Second Class","Corporate","United States","Mcallen","Texas",78501,"Central","Office Supplies","Paper",15.552,3,0.2,5.4432
4737,"Standard Class","Consumer","United States","New York City","New York",10035,"East","Office Supplies","Binders",32.088,7,0.2,11.2308
9230,"Standard Class","Corporate","United States","San Francisco","California",94110,"West","Furniture","Furnishings",79.44,3,0,28.5984
4789,"Standard Class","Consumer","United States","Chicago","Illinois",60653,"Central","Office Supplies","Paper",322.192,13,0.2,100.685
6333,"Standard Class","Consumer","United States","San Diego","California",92105,"West","Office Supplies","Storage",304.9,5,0,6.098
988,"Second Class","Consumer","United States","San Diego","California",92037,"West","Office Supplies","Art",10.64,4,0,2.7664
6554,"First Class","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Paper",143.7,3,0,68.976
9553,"Standard Class","Home Office","United States","New Brunswick","New Jersey",8901,"East","Office Supplies","Paper",7.61,1,0,3.5767
6243,"Standard Class","Consumer","United States","San Diego","California",92024,"West","Office Supplies","Paper",16.34,2,0,7.6798
1096,"Second Class","Corporate","United States","Milwaukee","Wisconsin",53209,"Central","Office Supplies","Paper",20.62,2,0,9.6914
8407,"Second Class","Consumer","United States","San Diego","California",92024,"West","Office Supplies","Paper",92.94,3,0,41.823
7712,"Standard Class","Corporate","United States","Charlotte","North Carolina",28205,"South","Office Supplies","Fasteners",7.52,5,0.2,1.41
8496,"Second Class","Corporate","United States","San Francisco","California",94110,"West","Office Supplies","Labels",31.5,10,0,15.12
5003,"Standard Class","Consumer","United States","Austin","Texas",78745,"Central","Office Supplies","Paper",335.52,4,0.2,117.432
7897,"Standard Class","Consumer","United States","Tucson","Arizona",85705,"West","Office Supplies","Art",86.304,6,0.2,9.7092
813,"Second Class","Corporate","United States","Los Angeles","California",90049,"West","Office Supplies","Paper",79.14,3,0,36.4044
4334,"Second Class","Consumer","United States","Naperville","Illinois",60540,"Central","Furniture","Chairs",602.651,7,0.3,-163.5767
8434,"Second Class","Corporate","United States","Sunnyvale","California",94086,"West","Technology","Accessories",189.95,5,0,45.588
7382,"Standard Class","Corporate","United States","Los Angeles","California",90004,"West","Technology","Phones",225.576,3,0.2,22.5576
8019,"First Class","Corporate","United States","Chicago","Illinois",60653,"Central","Office Supplies","Art",6.912,3,0.2,0.864
8103,"Standard Class","Corporate","United States","New York City","New York",10024,"East","Furniture","Chairs",127.764,2,0.1,2.8392
2024,"Standard Class","Consumer","United States","Los Angeles","California",90008,"West","Furniture","Chairs",122.136,3,0.2,-13.7403
2737,"First Class","Consumer","United States","Dallas","Texas",75081,"Central","Office Supplies","Binders",13.14,9,0.8,-21.681
1578,"Standard Class","Consumer","United States","Charlotte","North Carolina",28205,"South","Technology","Accessories",1012.68,3,0.2,303.804
5869,"Second Class","Consumer","United States","Quincy","Massachusetts",2169,"East","Office Supplies","Binders",29,5,0,13.92
3746,"Same Day","Consumer","United States","Houston","Texas",77070,"Central","Office Supplies","Appliances",32.784,4,0.8,-85.2384
6665,"Standard Class","Consumer","United States","New York City","New York",10011,"East","Office Supplies","Binders",23.12,2,0.2,7.803
3654,"First Class","Corporate","United States","Tucson","Arizona",85705,"West","Technology","Phones",201.584,2,0.2,15.1188
9779,"Standard Class","Corporate","United States","Milwaukee","Wisconsin",53209,"Central","Technology","Phones",12.99,1,0,0.2598
2499,"Standard Class","Home Office","United States","Everett","Massachusetts",2149,"East","Furniture","Chairs",542.94,3,0,141.1644
7834,"Standard Class","Corporate","United States","Beverly","Massachusetts",1915,"East","Office Supplies","Paper",141.76,4,0,66.6272
3343,"Standard Class","Consumer","United States","Belleville","New Jersey",7109,"East","Technology","Accessories",239.97,3,0,71.991
1375,"Second Class","Consumer","United States","Chicago","Illinois",60610,"Central","Office Supplies","Paper",25.92,5,0.2,9.396
3988,"Standard Class","Corporate","United States","Dallas","Texas",75217,"Central","Office Supplies","Paper",10.368,2,0.2,3.6288
8343,"Standard Class","Corporate","United States","Sioux Falls","South Dakota",57103,"Central","Office Supplies","Binders",60.83,7,0,30.415
2899,"Standard Class","Corporate","United States","Columbus","Indiana",47201,"Central","Technology","Accessories",1.98,2,0,0.891
4996,"First Class","Consumer","United States","Burlington","North Carolina",27217,"South","Office Supplies","Art",23.968,7,0.2,2.6964
8836,"Standard Class","Consumer","United States","San Diego","California",92037,"West","Furniture","Tables",557.728,4,0.2,6.9716
7199,"Standard Class","Consumer","United States","San Francisco","California",94122,"West","Office Supplies","Paper",25.68,6,0,11.556
9149,"Second Class","Corporate","United States","San Francisco","California",94109,"West","Office Supplies","Supplies",4912.59,3,0,196.5036
2598,"Standard Class","Home Office","United States","San Francisco","California",94122,"West","Office Supplies","Binders",67.136,4,0.2,25.176
737,"Standard Class","Corporate","United States","San Francisco","California",94109,"West","Technology","Phones",107.88,3,0.2,10.788
5758,"First Class","Consumer","United States","San Francisco","California",94109,"West","Office Supplies","Art",8.82,3,0,2.5578
2966,"Standard Class","Home Office","United States","Houston","Texas",77036,"Central","Office Supplies","Binders",16.27,5,0.8,-25.2185
1715,"Second Class","Consumer","United States","Chicago","Illinois",60623,"Central","Office Supplies","Fasteners",10.528,4,0.2,3.29
8529,"First Class","Consumer","United States","San Francisco","California",94109,"West","Office Supplies","Envelopes",43.96,2,0,20.6612
4096,"Standard Class","Consumer","United States","Oklahoma City","Oklahoma",73120,"Central","Technology","Phones",479.96,4,0,134.3888
9011,"Same Day","Consumer","United States","New York City","New York",10011,"East","Office Supplies","Envelopes",29.34,3,0,14.67
2134,"Standard Class","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Paper",25.68,6,0,11.556
3424,"Standard Class","Consumer","United States","San Francisco","California",94110,"West","Office Supplies","Binders",121.68,13,0.2,38.025
8280,"Standard Class","Consumer","United States","Malden","Massachusetts",2148,"East","Office Supplies","Art",39.68,2,0,10.3168
8275,"Second Class","Consumer","United States","San Francisco","California",94109,"West","Office Supplies","Paper",19.98,1,0,9.3906
2112,"Second Class","Home Office","United States","Orange","New Jersey",7050,"East","Office Supplies","Supplies",27.93,3,0,8.0997
3249,"Second Class","Consumer","United States","Paterson","New Jersey",7501,"East","Furniture","Chairs",121.96,2,0,20.7332
4395,"First Class","Corporate","United States","Sandy Springs","Georgia",30328,"South","Office Supplies","Appliances",17.24,2,0,4.4824
2951,"Standard Class","Corporate","United States","San Francisco","California",94110,"West","Furniture","Furnishings",14.82,3,0,6.2244
9447,"Second Class","Consumer","United States","Chicago","Illinois",60653,"Central","Office Supplies","Binders",11.212,2,0.8,-16.818
445,"Second Class","Consumer","United States","Elkhart","Indiana",46514,"Central","Technology","Accessories",159.75,5,0,11.1825
6799,"Standard Class","Consumer","United States","Los Angeles","California",90032,"West","Office Supplies","Envelopes",186.69,3,0,87.7443
9606,"Second Class","Home Office","United States","Columbia","Missouri",65203,"Central","Technology","Phones",449.97,3,0,220.4853
4895,"Standard Class","Consumer","United States","Yonkers","New York",10701,"East","Office Supplies","Binders",40.176,3,0.2,14.5638
842,"Second Class","Consumer","United States","Richmond","Kentucky",40475,"South","Office Supplies","Storage",15.14,1,0,0.6056
863,"Second Class","Consumer","United States","Chicago","Illinois",60653,"Central","Office Supplies","Paper",10.896,3,0.2,3.405
6853,"Standard Class","Consumer","United States","Carol Stream","Illinois",60188,"Central","Furniture","Chairs",382.116,6,0.3,-92.7996
7893,"Standard Class","Corporate","United States","Pomona","California",91767,"West","Office Supplies","Art",385.6,8,0,111.824
9175,"Second Class","Consumer","United States","Avondale","Arizona",85323,"West","Office Supplies","Art",16.464,7,0.2,1.8522
126,"Standard Class","Consumer","United States","Long Beach","New York",11561,"East","Office Supplies","Paper",92.94,3,0,41.823
1087,"Standard Class","Consumer","United States","Phoenix","Arizona",85023,"West","Office Supplies","Binders",19.194,7,0.7,-12.796
3031,"Standard Class","Consumer","United States","San Francisco","California",94110,"West","Technology","Copiers",1199.976,3,0.2,434.9913
1856,"First Class","Consumer","United States","Hillsboro","Oregon",97123,"West","Technology","Accessories",53.04,3,0.2,-4.641
4929,"Standard Class","Consumer","United States","Jackson","Mississippi",39212,"South","Technology","Phones",659.97,3,0,197.991
6073,"Standard Class","Corporate","United States","San Francisco","California",94122,"West","Office Supplies","Envelopes",10.86,3,0,5.1042
2215,"Standard Class","Corporate","United States","Houston","Texas",77070,"Central","Office Supplies","Labels",15.712,4,0.2,5.6956
7420,"Second Class","Corporate","United States","Oakland","California",94601,"West","Technology","Phones",71.976,3,0.2,7.1976
685,"Standard Class","Consumer","United States","Rochester","New York",14609,"East","Office Supplies","Storage",449.15,5,0,8.983
8717,"Standard Class","Corporate","United States","Perth Amboy","New Jersey",8861,"East","Office Supplies","Appliances",162.64,2,0,45.5392
4353,"Standard Class","Corporate","United States","Torrance","California",90503,"West","Furniture","Tables",1114.272,4,0.2,41.7852
2977,"Standard Class","Consumer","United States","Houston","Texas",77070,"Central","Office Supplies","Paper",10.688,2,0.2,3.7408
5466,"Standard Class","Corporate","United States","Houston","Texas",77041,"Central","Office Supplies","Paper",10.368,2,0.2,3.6288
2916,"Standard Class","Corporate","United States","Mcallen","Texas",78501,"Central","Office Supplies","Binders",6.874,7,0.8,-10.6547
5275,"Standard Class","Home Office","United States","Minneapolis","Minnesota",55407,"Central","Furniture","Tables",692.94,3,0,173.235
9634,"Same Day","Consumer","United States","San Antonio","Texas",78207,"Central","Office Supplies","Storage",49.632,4,0.2,4.9632
4213,"First Class","Home Office","United States","Arlington","Virginia",22204,"South","Office Supplies","Binders",10.44,1,0,4.8024
8232,"Standard Class","Home Office","United States","Lawrence","Indiana",46226,"Central","Office Supplies","Art",39.68,2,0,16.2688
6756,"First Class","Home Office","United States","Houston","Texas",77095,"Central","Office Supplies","Binders",7.68,5,0.8,-11.52
8413,"Same Day","Home Office","United States","Long Beach","California",90805,"West","Furniture","Chairs",2054.272,8,0.2,256.784
1920,"Standard Class","Consumer","United States","Jacksonville","North Carolina",28540,"South","Technology","Accessories",22.704,1,0.2,5.9598
1230,"Standard Class","Consumer","United States","Los Angeles","California",90004,"West","Office Supplies","Art",14.7,5,0,6.615
434,"Standard Class","Consumer","United States","Houston","Texas",77041,"Central","Office Supplies","Binders",2.296,2,0.8,-3.9032
5214,"Standard Class","Consumer","United States","Lawrence","Massachusetts",1841,"East","Furniture","Tables",194.25,2,0.3,-38.85
7661,"First Class","Corporate","United States","San Francisco","California",94122,"West","Office Supplies","Paper",109.92,2,0,53.8608
5019,"Second Class","Corporate","United States","Columbia","South Carolina",29203,"South","Office Supplies","Art",22.32,3,0,5.58
8781,"Standard Class","Consumer","United States","Marlborough","Massachusetts",1752,"East","Furniture","Furnishings",14.82,3,0,6.2244
4731,"Second Class","Consumer","United States","Columbus","Georgia",31907,"South","Office Supplies","Art",40.05,3,0,11.214
