,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s
1858,235,2.0,0,3,1,10,9,1,1.0,4,4,246.0,0,0.44,1,25.0,2.0,35.0,20.0,10.0,20.0,10.0,5.0,1,6.0,3.0,5.0,5.0,,4.0,4.0,3.0,2.0,23.0,elementary education,9.0,Holy Cross,"1,258.00","25,020.00",2.0,3.0,1.0,"Boston, MA","1,890",-1.0,1.0,4.0,3.0,elementary school teacher,2.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,5.0,,15.0,15.0,20.0,20.0,20.0,10.0,20.0,15.0,10.0,25.0,10.0,20.0,25.0,10.0,10.0,25.0,10.0,20.0,6.0,9.0,9.0,8.0,9.0,6.0,9.0,9.0,9.0,9.0,0,3.0,7.0,5.0,4.0,4.0,4.0,3.0,2.0,0.0,1.0,15.0,20.0,20.0,20.0,15.0,10.0,6.0,9.0,8.0,8.0,8.0
1859,235,2.0,0,3,1,10,9,1,1.0,2,5,247.0,0,-0.63,0,25.0,4.0,20.0,30.0,10.0,15.0,0.0,25.0,1,8.0,7.0,7.0,7.0,2.0,3.0,7.0,6.0,2.0,23.0,elementary education,9.0,Holy Cross,"1,258.00","25,020.00",2.0,3.0,1.0,"Boston, MA","1,890",-1.0,1.0,4.0,3.0,elementary school teacher,2.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,5.0,,15.0,15.0,20.0,20.0,20.0,10.0,20.0,15.0,10.0,25.0,10.0,20.0,25.0,10.0,10.0,25.0,10.0,20.0,6.0,9.0,9.0,8.0,9.0,6.0,9.0,9.0,9.0,9.0,0,3.0,8.0,7.0,5.0,5.0,2.0,4.0,3.0,0.0,1.0,15.0,20.0,20.0,20.0,15.0,10.0,6.0,9.0,8.0,8.0,8.0
1860,235,2.0,0,3,1,10,9,1,1.0,5,6,248.0,1,0.04,0,27.0,6.0,25.0,15.0,20.0,20.0,15.0,5.0,1,7.0,8.0,6.0,8.0,6.0,4.0,8.0,6.0,2.0,23.0,elementary education,9.0,Holy Cross,"1,258.00","25,020.00",2.0,3.0,1.0,"Boston, MA","1,890",-1.0,1.0,4.0,3.0,elementary school teacher,2.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,5.0,,15.0,15.0,20.0,20.0,20.0,10.0,20.0,15.0,10.0,25.0,10.0,20.0,25.0,10.0,10.0,25.0,10.0,20.0,6.0,9.0,9.0,8.0,9.0,6.0,9.0,9.0,9.0,9.0,1,7.0,6.0,6.0,8.0,7.0,7.0,7.0,4.0,0.0,1.0,15.0,20.0,20.0,20.0,15.0,10.0,6.0,9.0,8.0,8.0,8.0
1861,235,2.0,0,3,1,10,9,1,1.0,7,7,249.0,0,0.31,0,33.0,6.0,22.0,22.0,15.0,15.0,5.0,21.0,1,9.0,8.0,9.0,9.0,6.0,7.0,9.0,8.0,2.0,23.0,elementary education,9.0,Holy Cross,"1,258.00","25,020.00",2.0,3.0,1.0,"Boston, MA","1,890",-1.0,1.0,4.0,3.0,elementary school teacher,2.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,5.0,,15.0,15.0,20.0,20.0,20.0,10.0,20.0,15.0,10.0,25.0,10.0,20.0,25.0,10.0,10.0,25.0,10.0,20.0,6.0,9.0,9.0,8.0,9.0,6.0,9.0,9.0,9.0,9.0,0,2.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,0.0,1.0,15.0,20.0,20.0,20.0,15.0,10.0,6.0,9.0,8.0,8.0,8.0
1862,235,2.0,0,3,1,10,9,1,1.0,3,8,250.0,0,0.65,0,25.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,1,9.0,10.0,7.0,9.0,7.0,7.0,9.0,9.0,2.0,23.0,elementary education,9.0,Holy Cross,"1,258.00","25,020.00",2.0,3.0,1.0,"Boston, MA","1,890",-1.0,1.0,4.0,3.0,elementary school teacher,2.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,5.0,,15.0,15.0,20.0,20.0,20.0,10.0,20.0,15.0,10.0,25.0,10.0,20.0,25.0,10.0,10.0,25.0,10.0,20.0,6.0,9.0,9.0,8.0,9.0,6.0,9.0,9.0,9.0,9.0,0,3.0,7.0,7.0,6.0,9.0,5.0,5.0,4.0,0.0,1.0,15.0,20.0,20.0,20.0,15.0,10.0,6.0,9.0,8.0,8.0,8.0
1863,235,2.0,0,3,1,10,9,1,1.0,1,9,251.0,0,0.11,0,33.0,6.0,19.0,19.0,19.0,19.0,19.0,5.0,1,8.0,9.0,8.0,8.0,8.0,,8.0,8.0,2.0,23.0,elementary education,9.0,Holy Cross,"1,258.00","25,020.00",2.0,3.0,1.0,"Boston, MA","1,890",-1.0,1.0,4.0,3.0,elementary school teacher,2.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,5.0,,15.0,15.0,20.0,20.0,20.0,10.0,20.0,15.0,10.0,25.0,10.0,20.0,25.0,10.0,10.0,25.0,10.0,20.0,6.0,9.0,9.0,8.0,9.0,6.0,9.0,9.0,9.0,9.0,0,5.0,9.0,8.0,7.0,8.0,5.0,5.0,6.0,0.0,1.0,15.0,20.0,20.0,20.0,15.0,10.0,6.0,9.0,8.0,8.0,8.0
1864,236,3.0,0,5,1,10,9,2,2.0,1,1,243.0,0,0.06,0,27.0,2.0,20.0,20.0,20.0,25.0,5.0,10.0,0,6.0,8.0,8.0,5.0,,,6.0,5.0,2.0,24.0,Biology,10.0,University of Pennsylvania,"1,400.00","26,630.00",4.0,3.0,3.0,Indiana,"46,815",42225.0,2.0,7.0,1.0,Research/Teaching,2.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,7.0,,15.0,20.0,15.0,20.0,15.0,15.0,25.0,15.0,15.0,20.0,15.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,10.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,1,6.0,7.0,8.0,6.0,7.0,5.0,7.0,7.0,0.0,4.0,15.0,15.0,20.0,20.0,15.0,15.0,7.0,9.0,8.0,10.0,9.0
1865,236,3.0,0,5,1,10,9,2,2.0,7,2,244.0,0,0.07,0,28.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,0,4.0,6.0,7.0,2.0,2.0,1.0,4.0,2.0,2.0,24.0,Biology,10.0,University of Pennsylvania,"1,400.00","26,630.00",4.0,3.0,3.0,Indiana,"46,815",42225.0,2.0,7.0,1.0,Research/Teaching,2.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,7.0,,15.0,20.0,15.0,20.0,15.0,15.0,25.0,15.0,15.0,20.0,15.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,10.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,1,7.0,7.0,7.0,9.0,9.0,9.0,8.0,8.0,0.0,4.0,15.0,15.0,20.0,20.0,15.0,15.0,7.0,9.0,8.0,10.0,9.0
1866,236,3.0,0,5,1,10,9,2,2.0,9,3,245.0,0,0.19,0,32.0,2.0,18.0,10.0,30.0,10.0,10.0,22.0,1,9.0,7.0,8.0,6.0,6.0,5.0,8.0,2.0,2.0,24.0,Biology,10.0,University of Pennsylvania,"1,400.00","26,630.00",4.0,3.0,3.0,Indiana,"46,815",42225.0,2.0,7.0,1.0,Research/Teaching,2.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,7.0,,15.0,20.0,15.0,20.0,15.0,15.0,25.0,15.0,15.0,20.0,15.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,10.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,0,4.0,6.0,9.0,3.0,9.0,5.0,7.0,7.0,0.0,4.0,15.0,15.0,20.0,20.0,15.0,15.0,7.0,9.0,8.0,10.0,9.0
1867,236,3.0,0,5,1,10,9,2,2.0,5,4,246.0,0,0.26,0,25.0,2.0,35.0,20.0,10.0,20.0,10.0,5.0,0,2.0,3.0,,2.0,,4.0,4.0,3.0,2.0,24.0,Biology,10.0,University of Pennsylvania,"1,400.00","26,630.00",4.0,3.0,3.0,Indiana,"46,815",42225.0,2.0,7.0,1.0,Research/Teaching,2.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,7.0,,15.0,20.0,15.0,20.0,15.0,15.0,25.0,15.0,15.0,20.0,15.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,10.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,0,4.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,0.0,4.0,15.0,15.0,20.0,20.0,15.0,15.0,7.0,9.0,8.0,10.0,9.0
1868,236,3.0,0,5,1,10,9,2,2.0,3,5,247.0,0,-0.14,1,25.0,4.0,20.0,30.0,10.0,15.0,0.0,25.0,0,7.0,7.0,5.0,3.0,7.0,3.0,3.0,3.0,2.0,24.0,Biology,10.0,University of Pennsylvania,"1,400.00","26,630.00",4.0,3.0,3.0,Indiana,"46,815",42225.0,2.0,7.0,1.0,Research/Teaching,2.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,7.0,,15.0,20.0,15.0,20.0,15.0,15.0,25.0,15.0,15.0,20.0,15.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,10.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,0,3.0,7.0,7.0,4.0,7.0,3.0,6.0,7.0,0.0,4.0,15.0,15.0,20.0,20.0,15.0,15.0,7.0,9.0,8.0,10.0,9.0
1869,236,3.0,0,5,1,10,9,2,2.0,6,6,248.0,0,-0.03,0,27.0,6.0,25.0,15.0,20.0,20.0,15.0,5.0,0,6.0,6.0,9.0,6.0,7.0,4.0,6.0,4.0,2.0,24.0,Biology,10.0,University of Pennsylvania,"1,400.00","26,630.00",4.0,3.0,3.0,Indiana,"46,815",42225.0,2.0,7.0,1.0,Research/Teaching,2.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,7.0,,15.0,20.0,15.0,20.0,15.0,15.0,25.0,15.0,15.0,20.0,15.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,10.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,1,7.0,5.0,6.0,8.0,9.0,6.0,7.0,7.0,0.0,4.0,15.0,15.0,20.0,20.0,15.0,15.0,7.0,9.0,8.0,10.0,9.0
1870,236,3.0,0,5,1,10,9,2,2.0,8,7,249.0,0,0.47,0,33.0,6.0,22.0,22.0,15.0,15.0,5.0,21.0,0,9.0,9.0,9.0,6.0,7.0,5.0,7.0,6.0,2.0,24.0,Biology,10.0,University of Pennsylvania,"1,400.00","26,630.00",4.0,3.0,3.0,Indiana,"46,815",42225.0,2.0,7.0,1.0,Research/Teaching,2.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,7.0,,15.0,20.0,15.0,20.0,15.0,15.0,25.0,15.0,15.0,20.0,15.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,10.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,0,4.0,7.0,7.0,5.0,9.0,4.0,5.0,6.0,0.0,4.0,15.0,15.0,20.0,20.0,15.0,15.0,7.0,9.0,8.0,10.0,9.0
1871,236,3.0,0,5,1,10,9,2,2.0,4,8,250.0,0,0.39,0,25.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,0,3.0,8.0,5.0,4.0,4.0,4.0,4.0,6.0,2.0,24.0,Biology,10.0,University of Pennsylvania,"1,400.00","26,630.00",4.0,3.0,3.0,Indiana,"46,815",42225.0,2.0,7.0,1.0,Research/Teaching,2.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,7.0,,15.0,20.0,15.0,20.0,15.0,15.0,25.0,15.0,15.0,20.0,15.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,10.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,1,7.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,0.0,4.0,15.0,15.0,20.0,20.0,15.0,15.0,7.0,9.0,8.0,10.0,9.0
1872,236,3.0,0,5,1,10,9,2,2.0,2,9,251.0,0,0.39,0,33.0,6.0,19.0,19.0,19.0,19.0,19.0,5.0,0,4.0,8.0,7.0,3.0,8.0,,3.0,6.0,2.0,24.0,Biology,10.0,University of Pennsylvania,"1,400.00","26,630.00",4.0,3.0,3.0,Indiana,"46,815",42225.0,2.0,7.0,1.0,Research/Teaching,2.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,7.0,,15.0,20.0,15.0,20.0,15.0,15.0,25.0,15.0,15.0,20.0,15.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,10.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,0,5.0,6.0,6.0,7.0,5.0,5.0,7.0,7.0,0.0,4.0,15.0,15.0,20.0,20.0,15.0,15.0,7.0,9.0,8.0,10.0,9.0
1873,237,4.0,0,7,1,10,9,3,3.0,2,1,243.0,0,0.38,1,27.0,2.0,20.0,20.0,20.0,25.0,5.0,10.0,1,7.0,8.0,7.0,8.0,7.0,,7.0,6.0,2.0,34.0,American Studies,7.0,UCLA,"1,290.00","15,309.00",2.0,10.0,1.0,lOS aNGELES,"91,206",37405.0,3.0,7.0,4.0,WRITING,6.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,4.0,,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0,8.0,10.0,7.0,8.0,8.0,8.0,10.0,9.0,7.0,10.0,0,4.0,2.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,20.0,25.0,10.0,20.0,15.0,4.0,8.0,7.0,6.0,6.0
1874,237,4.0,0,7,1,10,9,3,3.0,8,2,244.0,0,0.73,1,28.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,0,2.0,6.0,8.0,4.0,3.0,1.0,3.0,7.0,2.0,34.0,American Studies,7.0,UCLA,"1,290.00","15,309.00",2.0,10.0,1.0,lOS aNGELES,"91,206",37405.0,3.0,7.0,4.0,WRITING,6.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,4.0,,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0,8.0,10.0,7.0,8.0,8.0,8.0,10.0,9.0,7.0,10.0,1,7.0,8.0,6.0,6.0,7.0,5.0,6.0,6.0,,0.0,10.0,20.0,25.0,10.0,20.0,15.0,4.0,8.0,7.0,6.0,6.0
1875,237,4.0,0,7,1,10,9,3,3.0,1,3,245.0,0,0.31,1,32.0,2.0,18.0,10.0,30.0,10.0,10.0,22.0,0,7.0,8.0,6.0,6.0,,,6.0,4.0,2.0,34.0,American Studies,7.0,UCLA,"1,290.00","15,309.00",2.0,10.0,1.0,lOS aNGELES,"91,206",37405.0,3.0,7.0,4.0,WRITING,6.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,4.0,,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0,8.0,10.0,7.0,8.0,8.0,8.0,10.0,9.0,7.0,10.0,1,6.0,8.0,9.0,8.0,10.0,,7.0,7.0,0.0,0.0,10.0,20.0,25.0,10.0,20.0,15.0,4.0,8.0,7.0,6.0,6.0
1876,237,4.0,0,7,1,10,9,3,3.0,6,4,246.0,0,0.24,1,25.0,2.0,35.0,20.0,10.0,20.0,10.0,5.0,0,3.0,7.0,7.0,4.0,,5.0,5.0,3.0,2.0,34.0,American Studies,7.0,UCLA,"1,290.00","15,309.00",2.0,10.0,1.0,lOS aNGELES,"91,206",37405.0,3.0,7.0,4.0,WRITING,6.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,4.0,,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0,8.0,10.0,7.0,8.0,8.0,8.0,10.0,9.0,7.0,10.0,0,2.0,6.0,5.0,2.0,3.0,2.0,3.0,2.0,,0.0,10.0,20.0,25.0,10.0,20.0,15.0,4.0,8.0,7.0,6.0,6.0
1877,237,4.0,0,7,1,10,9,3,3.0,4,5,247.0,0,0.27,0,25.0,4.0,20.0,30.0,10.0,15.0,0.0,25.0,1,5.0,6.0,8.0,5.0,6.0,3.0,6.0,6.0,2.0,34.0,American Studies,7.0,UCLA,"1,290.00","15,309.00",2.0,10.0,1.0,lOS aNGELES,"91,206",37405.0,3.0,7.0,4.0,WRITING,6.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,4.0,,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0,8.0,10.0,7.0,8.0,8.0,8.0,10.0,9.0,7.0,10.0,0,6.0,9.0,8.0,6.0,8.0,2.0,5.0,5.0,,0.0,10.0,20.0,25.0,10.0,20.0,15.0,4.0,8.0,7.0,6.0,6.0
1878,237,4.0,0,7,1,10,9,3,3.0,7,6,248.0,0,0.15,0,27.0,6.0,25.0,15.0,20.0,20.0,15.0,5.0,0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,4.0,2.0,34.0,American Studies,7.0,UCLA,"1,290.00","15,309.00",2.0,10.0,1.0,lOS aNGELES,"91,206",37405.0,3.0,7.0,4.0,WRITING,6.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,4.0,,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0,8.0,10.0,7.0,8.0,8.0,8.0,10.0,9.0,7.0,10.0,1,7.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,2.0,0.0,10.0,20.0,25.0,10.0,20.0,15.0,4.0,8.0,7.0,6.0,6.0
1879,237,4.0,0,7,1,10,9,3,3.0,9,7,249.0,0,-0.09,0,33.0,6.0,22.0,22.0,15.0,15.0,5.0,21.0,0,6.0,9.0,8.0,7.0,8.0,6.0,2.0,6.0,2.0,34.0,American Studies,7.0,UCLA,"1,290.00","15,309.00",2.0,10.0,1.0,lOS aNGELES,"91,206",37405.0,3.0,7.0,4.0,WRITING,6.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,4.0,,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0,8.0,10.0,7.0,8.0,8.0,8.0,10.0,9.0,7.0,10.0,0,3.0,7.0,8.0,4.0,3.0,2.0,2.0,0.0,,0.0,10.0,20.0,25.0,10.0,20.0,15.0,4.0,8.0,7.0,6.0,6.0
1880,237,4.0,0,7,1,10,9,3,3.0,5,8,250.0,1,0.6,0,25.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,1,6.0,10.0,8.0,7.0,7.0,6.0,6.0,9.0,2.0,34.0,American Studies,7.0,UCLA,"1,290.00","15,309.00",2.0,10.0,1.0,lOS aNGELES,"91,206",37405.0,3.0,7.0,4.0,WRITING,6.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,4.0,,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0,8.0,10.0,7.0,8.0,8.0,8.0,10.0,9.0,7.0,10.0,1,6.0,8.0,10.0,8.0,10.0,9.0,8.0,9.0,,0.0,10.0,20.0,25.0,10.0,20.0,15.0,4.0,8.0,7.0,6.0,6.0
1881,237,4.0,0,7,1,10,9,3,3.0,3,9,251.0,0,0.14,0,33.0,6.0,19.0,19.0,19.0,19.0,19.0,5.0,0,6.0,8.0,8.0,6.0,,,6.0,6.0,2.0,34.0,American Studies,7.0,UCLA,"1,290.00","15,309.00",2.0,10.0,1.0,lOS aNGELES,"91,206",37405.0,3.0,7.0,4.0,WRITING,6.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,4.0,,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,30.0,5.0,15.0,30.0,10.0,10.0,8.0,10.0,7.0,8.0,8.0,8.0,10.0,9.0,7.0,10.0,0,2.0,10.0,10.0,5.0,,,5.0,4.0,,0.0,10.0,20.0,25.0,10.0,20.0,15.0,4.0,8.0,7.0,6.0,6.0
1882,238,5.0,0,9,1,10,9,7,7.0,6,1,243.0,0,0.28,1,27.0,2.0,20.0,20.0,20.0,25.0,5.0,10.0,0,6.0,7.0,6.0,5.0,8.0,,6.0,5.0,2.0,27.0,Arts Administration,15.0,Swarthmore College,"1,460.00","26,376.00",2.0,3.0,5.0,Wisconsin,"54,449",28524.0,1.0,2.0,1.0,manage a museum or art gallery,6.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,5.0,,15.0,20.0,20.0,15.0,15.0,15.0,40.0,10.0,25.0,10.0,10.0,5.0,50.0,10.0,10.0,25.0,0.0,5.0,10.0,9.0,10.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,1,8.0,8.0,9.0,8.0,9.0,7.0,7.0,7.0,0.0,2.0,20.0,20.0,20.0,15.0,15.0,10.0,8.0,9.0,8.0,9.0,8.0
1883,238,5.0,0,9,1,10,9,7,7.0,3,2,244.0,1,0.18,1,28.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,1,8.0,8.0,8.0,8.0,9.0,7.0,8.0,5.0,2.0,27.0,Arts Administration,15.0,Swarthmore College,"1,460.00","26,376.00",2.0,3.0,5.0,Wisconsin,"54,449",28524.0,1.0,2.0,1.0,manage a museum or art gallery,6.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,5.0,,15.0,20.0,20.0,15.0,15.0,15.0,40.0,10.0,25.0,10.0,10.0,5.0,50.0,10.0,10.0,25.0,0.0,5.0,10.0,9.0,10.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,1,8.0,9.0,9.0,8.0,9.0,8.0,8.0,7.0,0.0,2.0,20.0,20.0,20.0,15.0,15.0,10.0,8.0,9.0,8.0,9.0,8.0
1884,238,5.0,0,9,1,10,9,7,7.0,5,3,245.0,0,0.26,1,32.0,2.0,18.0,10.0,30.0,10.0,10.0,22.0,0,6.0,7.0,6.0,6.0,6.0,4.0,5.0,5.0,2.0,27.0,Arts Administration,15.0,Swarthmore College,"1,460.00","26,376.00",2.0,3.0,5.0,Wisconsin,"54,449",28524.0,1.0,2.0,1.0,manage a museum or art gallery,6.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,5.0,,15.0,20.0,20.0,15.0,15.0,15.0,40.0,10.0,25.0,10.0,10.0,5.0,50.0,10.0,10.0,25.0,0.0,5.0,10.0,9.0,10.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,1,8.0,9.0,10.0,9.0,10.0,8.0,7.0,8.0,0.0,2.0,20.0,20.0,20.0,15.0,15.0,10.0,8.0,9.0,8.0,9.0,8.0
1885,238,5.0,0,9,1,10,9,7,7.0,1,4,246.0,0,0.46,1,25.0,2.0,35.0,20.0,10.0,20.0,10.0,5.0,1,6.0,6.0,7.0,,,5.0,7.0,3.0,2.0,27.0,Arts Administration,15.0,Swarthmore College,"1,460.00","26,376.00",2.0,3.0,5.0,Wisconsin,"54,449",28524.0,1.0,2.0,1.0,manage a museum or art gallery,6.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,5.0,,15.0,20.0,20.0,15.0,15.0,15.0,40.0,10.0,25.0,10.0,10.0,5.0,50.0,10.0,10.0,25.0,0.0,5.0,10.0,9.0,10.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,0,7.0,9.0,9.0,9.0,10.0,6.0,7.0,8.0,0.0,2.0,20.0,20.0,20.0,15.0,15.0,10.0,8.0,9.0,8.0,9.0,8.0
