"id","date","location","min_temp","max_temp","rainfall","evaporation","sunshine","wind_gust_dir","wind_gust_speed","wind_dir9am","wind_dir3pm","wind_speed9am","wind_speed3pm","humidity9am","humidity3pm","pressure9am","pressure3pm","cloud9am","cloud3pm","temp9am","temp3pm","rain_today","rain_tomorrow"
22427,2010-12-03,"AliceSprings",13.4,35,0,NA,NA,"NNW",39,"NNE","NNW",11,17,17,14,1007.3,1003.1,3,7,30,33.8,0,0
23550,2010-11-24,"Watsonia",20.7,31,0,NA,NA,"NNW",59,"N","NNW",17,28,49,39,1018.1,1016.3,7,7,25.5,28,0,1
25890,2015-09-25,"AliceSprings",0.8,23.2,0,NA,NA,"ESE",39,"ESE","SE",15,19,15,5,1024.3,1018.8,0,0,14,21.7,0,0
12187,2016-01-01,"Darwin",27.4,32.7,0,NA,NA,"WNW",46,"WNW","W",33,31,71,62,1010.6,1009,2,3,29.8,31.6,0,0
47498,2016-11-12,"Albany",10.5,17,2.2,NA,NA,NA,NA,"SW",NA,15,NA,88,NA,1020.4,1021.6,5,NA,15.1,NA,1,0
21381,2014-05-31,"Albury",5.5,18.7,0,NA,NA,"NE",22,"NE","ESE",4,7,98,67,1024.2,1019.4,6,8,10,18.1,0,1
13811,2012-10-05,"Mildura",14,25.6,0,NA,NA,"S",28,"S","SSW",15,9,54,26,1019.3,1016.3,5,7,16.7,24.1,0,1
8734,2014-07-27,"CoffsHarbour",7.3,19.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,64,49,NA,NA,NA,NA,16,18.8,0,0
2814,2014-11-17,"GoldCoast",20,27.6,0,NA,NA,NA,NA,"SSE","SE",26,20,65,63,1013.8,1012.4,NA,NA,25.9,25.9,0,0
2559,2013-03-05,"Launceston",10.5,30.4,0,NA,NA,"NNW",30,"SE","WNW",2,7,83,29,1021.3,1016.9,NA,NA,16.8,30,0,0
23399,2017-03-10,"Katherine",25.5,35.5,6.6,NA,NA,"WNW",28,"WNW","ESE",11,9,85,NA,1010.7,1006,6,NA,28.5,NA,1,1
30942,2017-03-18,"Cairns",24.7,32.3,10.2,NA,NA,"NNW",24,"ESE","NE",6,15,75,74,1011.9,1009.2,1,NA,30.2,31.7,1,1
43922,2014-05-26,"Ballarat",6.7,17.5,0.2,NA,NA,"NNE",50,"NNE","N",22,26,87,75,1019.3,1016,8,8,12.8,16.5,0,1
21400,2015-10-21,"GoldCoast",16,27.4,0,NA,NA,"NNE",46,"N","NNE",20,37,53,60,1020.2,1015.7,NA,NA,24.2,24.9,0,0
14129,2015-04-03,"SydneyAirport",17.7,19.8,0.6,NA,FALSE,"S",54,"S","SSW",28,26,85,85,1023.9,1022.9,8,8,18.8,18.6,0,1
7492,2015-11-08,"Richmond",14.5,21.3,6,NA,NA,"ESE",33,"SSW","SSE",13,17,67,59,1020.9,1019.6,8,8,18,20.9,1,0
6976,2009-08-13,"Richmond",3.4,20.4,0,NA,NA,"W",20,"N","ENE",7,2,68,42,1014.1,1011.5,NA,NA,12.8,20.4,0,0
48409,2015-01-04,"Albury",26,33.1,0,NA,NA,"NNE",41,"ESE","W",7,7,46,37,1013.6,1012.1,8,5,27.4,30.9,0,0
6198,2010-11-09,"NorfolkIsland",15.6,20.8,0,NA,NA,"E",44,"ESE","E",26,26,67,60,1028.9,1028.1,2,6,18.5,19.3,0,0
19063,2016-09-24,"Canberra",2.7,19.2,0,NA,NA,"NW",33,"NW","NW",6,22,75,56,1013.4,1008.7,NA,7,12.3,18.3,0,0
37601,2014-10-02,"Canberra",-2,20,0,NA,NA,"NNW",46,"NW","NNW",9,28,63,44,1021.9,1017.1,NA,NA,9.6,19.2,0,0
2562,2014-03-23,"Mildura",10,21.6,0,NA,NA,"SSW",35,"SSE","SSE",13,19,60,35,1019.1,1019.6,7,3,11.4,19.7,0,0
35838,2009-12-01,"Mildura",12.4,27.2,0.6,NA,NA,"ESE",33,"SE","ESE",20,17,49,20,1019.1,1017.2,1,1,17.6,25.8,0,0
14465,2010-06-30,"Newcastle",3.9,14.5,0,NA,NA,NA,NA,"NW","SW",7,7,73,45,NA,NA,1,1,6.2,13.4,0,0
43434,2013-09-17,"Richmond",14.4,23.3,20,NA,NA,"WNW",48,"N","WNW",19,30,66,39,1000.8,998.5,NA,NA,19,22.7,1,1
8189,2015-11-28,"MountGambier",9.9,17.8,0,NA,NA,"W",30,"WNW","WNW",17,20,67,49,1018.9,1016.8,8,8,14.4,17.2,0,0
42918,2010-07-03,"Canberra",0,11.5,6.2,NA,NA,"SE",17,"NNE","SSW",4,6,100,47,1028.6,1028.1,8,5,1,11,1,0
44484,2012-05-29,"SalmonGums",-1.4,20.4,0,NA,NA,"N",33,"NE","NNE",11,11,71,30,NA,NA,NA,NA,11.8,19.7,0,0
8775,2010-05-08,"Launceston",5.7,17.2,1.2,NA,NA,"NW",33,"NNW","N",2,13,98,69,1018.6,1016.1,NA,NA,9,16.3,1,0
47018,2009-12-15,"WaggaWagga",16,34.8,0,NA,NA,"ENE",33,"ENE","NE",20,7,47,18,1019.5,1015.5,1,2,22.8,32.8,0,0
27984,2014-09-14,"Nhil",3.3,20.7,0,NA,NA,"ESE",37,"SSW","W",6,15,80,40,1020.1,1016.9,NA,NA,8.2,19.6,0,0
12730,2015-08-16,"Albury",1.7,15.9,0.2,NA,NA,"W",30,"SE","WNW",6,19,100,55,1028.5,1023.8,8,7,5.5,14.6,0,0
9405,2017-04-15,"MountGinini",2.6,12.2,0,NA,NA,"W",35,"WSW","WNW",11,9,58,60,NA,NA,NA,NA,7,11.9,0,0
32445,2015-02-19,"Townsville",22,34.8,0,NA,NA,"SSW",33,"SSW","NNE",19,13,57,51,1007.9,1003.7,4,7,29.2,33.8,0,0
38919,2010-04-12,"MountGambier",10.5,16.7,0.2,NA,NA,"SW",39,"SW","SW",20,22,59,56,1021.9,1022,3,7,14.7,15.6,0,0
32625,2012-10-29,"SydneyAirport",12.4,23,0,NA,NA,"ENE",48,"NW","ENE",9,35,60,50,1025.2,1021.1,6,2,16.3,21.3,0,0
39210,2015-12-09,"Woomera",17.5,34.3,0,NA,NA,"SSW",39,"ESE","SW",13,11,51,19,1017.5,1014.8,0,0,21.6,31.7,0,0
17214,2017-03-12,"Moree",16.1,34.5,0,NA,NA,"NE",37,"NE","N",24,17,58,15,1011,1007.4,NA,NA,22.4,32.4,0,1
28398,2015-05-02,"Katherine",11.6,32.8,0,NA,NA,"ESE",28,"SE","E",11,11,35,NA,1014.9,1010.7,2,NA,21.8,NA,0,0
33056,2013-11-07,"Cobar",21,37.6,0,NA,NA,"N",43,"NNE","NNW",28,15,28,9,1013.2,1009,1,3,28.1,36.3,0,0
45100,2015-03-29,"Portland",6.8,20.4,0.2,NA,NA,"W",35,"NNW","W",11,24,88,63,1022.1,1021.5,6,NA,13,19.1,0,0
49661,2009-04-13,"Darwin",26,34.3,0,NA,NA,"ESE",33,"E","SE",24,9,72,49,1008.9,1005.5,1,6,28.8,33.4,0,0
33936,2010-01-01,"MountGinini",10.4,19.6,20.4,NA,NA,"NW",54,"WSW","W",13,19,99,77,NA,NA,NA,NA,12.2,18.5,1,1
45113,2010-12-14,"Melbourne",14.4,28,0,NA,NA,"NNE",31,"WSW","NE",7,6,55,42,1015.5,1010.7,1,2,18.7,25.8,0,0
48943,2012-01-19,"Sale",12.1,23.8,0.8,NA,NA,"E",33,"SW","SE",11,20,67,59,1019.6,1017.8,2,2,17.5,22.2,0,0
31577,2011-05-04,"Launceston",6.6,17.4,0.2,NA,NA,"S",35,NA,"SSE",0,9,95,60,1014.4,1013.6,NA,NA,11.1,16,0,0
28347,2015-09-28,"Walpole",8.1,21.2,0,NA,NA,"SE",26,"N","SSE",9,13,72,76,1018.5,1014.9,NA,NA,15.4,17.3,0,0
26774,2009-07-23,"Mildura",2.2,14,0.4,NA,NA,"S",30,"SW","SSE",11,13,85,37,1022.3,1022.9,0,1,5.9,13.4,0,0
462,2011-06-10,"BadgerysCreek",6.7,16.6,0,NA,NA,"WSW",43,"SW","SW",19,15,54,64,1016.3,1017.4,NA,NA,13.6,13.6,0,0
26208,2010-07-07,"Walpole",8.6,17.7,0,NA,NA,"N",48,"NNE","N",13,15,68,46,1017.4,1011.6,NA,NA,11.2,16.9,0,0
7241,2017-03-18,"MelbourneAirport",10.2,30.7,0,NA,NA,"SSE",31,"N","SSE",13,17,71,30,1025.1,1022.4,0,0,16.2,29.4,0,0
36904,2017-03-17,"Penrith",19.7,22.6,12.8,NA,NA,"S",50,"SSE","S",13,24,81,73,NA,NA,NA,NA,21.4,21.2,1,1
18544,2014-05-10,"Cobar",13.3,19.9,0,NA,NA,"NNE",31,"NNE","WSW",17,15,51,59,1021,1019.3,7,8,16.8,18.8,0,0
13131,2009-10-23,"Cobar",17.5,35.1,0,NA,NA,"SSW",43,"ESE","SSW",13,6,19,13,1019,1016.7,3,3,28,33.2,0,0
31475,2009-12-14,"PerthAirport",11.6,28.5,0,NA,NA,"W",35,"NE","W",4,22,55,45,1009.1,1009.5,4,2,24.2,27.2,0,0
15508,2012-05-16,"SalmonGums",5,20.6,0,NA,NA,"S",17,"NW","S",7,6,94,40,NA,NA,NA,NA,12.8,19.9,0,0
15862,2014-05-03,"Witchcliffe",12.8,20.4,0.6,NA,NA,"S",26,NA,"SSE",0,15,NA,71,1026.8,1022.1,NA,NA,NA,19.2,0,0
11480,2016-07-17,"PerthAirport",13.4,19,36.2,NA,NA,"WNW",46,"WNW","NW",20,24,74,52,1010.8,1010.3,5,6,15.3,16.9,1,1
29248,2016-10-28,"AliceSprings",18,33.1,0,NA,NA,"ESE",37,"ESE","ENE",26,17,12,11,1015.9,1011.5,6,1,26.2,32.2,0,0
25280,2009-03-28,"Portland",3.2,23.2,0,NA,NA,"WSW",26,"NNW","W",7,20,99,47,1023.2,1020.8,0,0,9.5,20.8,0,0
16476,2010-11-16,"CoffsHarbour",18.9,25.2,0,NA,NA,"SSW",39,"NE","N",9,11,77,92,1012.5,1010.1,7,8,21.8,21.2,0,1
28686,2010-11-05,"Witchcliffe",12.6,20.3,0.8,NA,NA,"SW",43,"WSW","WSW",22,20,54,56,1015.1,1014.6,NA,NA,17.2,17.7,0,0
22712,2014-01-25,"Uluru",20.7,28.8,5.4,NA,NA,"ESE",44,"ESE","SE",13,17,87,61,1012.6,1010.3,NA,NA,22,26.7,1,0
48683,2014-02-11,"Albany",17.5,20.9,0,NA,NA,NA,NA,"ESE","SE",19,22,52,60,1015.5,1014.1,5,5,19.9,19.3,0,0
23177,2012-08-16,"Albany",10.2,15.4,0,NA,NA,NA,NA,"SW","SW",30,19,65,67,1025.6,1024.7,8,7,13.2,14,0,0
22032,2009-03-17,"Perth",19.1,24.5,0,NA,NA,"SSW",39,"WNW","W",11,19,68,61,1013.3,1012.9,7,8,21.5,22.5,0,0
46901,2011-11-16,"Ballarat",8.7,18.7,6,NA,NA,"SE",39,"SSE","SSE",22,15,71,43,1019.2,1018.4,5,NA,10.7,17.3,1,0
118,2011-12-05,"Dartmoor",7.4,23.1,0,NA,NA,"SE",44,"E","E",22,22,60,37,1023.4,1019.3,NA,NA,15.3,22.7,0,0
29867,2010-04-01,"Darwin",23.7,33.5,0,NA,NA,"SSE",39,"SSE","SSW",17,17,59,44,1008.7,1005.1,5,7,28.4,32.5,0,0
43277,2015-08-08,"Albury",1.3,14,0,NA,NA,"NNW",44,"SE","WNW",2,9,99,64,1026.2,1023.3,8,1,5.1,13.3,0,0
35672,2014-07-22,"PerthAirport",8.8,15.3,29.2,NA,NA,"W",56,"NW","SW",7,11,86,68,1017.3,1017.8,4,5,11.3,15.2,1,1
4145,2015-06-06,"WaggaWagga",-0.9,13.2,0.2,NA,NA,"ENE",13,NA,"W",0,6,94,62,1031,1029.2,7,3,2.6,12.5,0,0
14384,2010-08-31,"Launceston",5,13.6,0,NA,NA,"NNW",44,"NW","NNW",6,20,94,82,1017.9,1012.4,NA,NA,10.9,12.4,0,1
44301,2015-10-04,"Williamtown",11.5,34.8,0,NA,NA,"WNW",46,"NW","NW",17,22,45,14,1025.7,1022.4,NA,NA,22.6,33.8,0,0
24385,2015-08-23,"Darwin",20.7,30.3,0,NA,NA,"N",30,"SE","N",7,20,78,55,1016.9,1013.2,3,2,25.3,29.6,0,0
48239,2017-04-01,"Nuriootpa",4.7,21.2,0,NA,NA,"SSW",41,NA,"SSW",0,13,83,45,1024.5,1023.9,5,NA,11.1,19.4,0,0
44411,2011-10-29,"Cairns",22.6,30.6,0,NA,NA,"E",33,"SSE","E",17,22,64,54,1013.5,1009.6,3,1,27.5,29.3,0,0
17595,2011-02-14,"NorahHead",20.4,23.1,5.4,NA,NA,"SSE",54,"SSE","SSE",39,31,78,69,1022.7,1023,NA,NA,21.4,22.6,1,0
5839,2009-06-21,"Melbourne",10.8,16.1,0,NA,FALSE,"N",41,"N","NNE",19,15,99,75,1019.3,1018,7,7,11,15.5,0,1
26567,2015-09-05,"Katherine",19.9,35.2,0,NA,NA,"ENE",35,"NE","S",9,15,39,NA,1018.1,1013.3,0,NA,27.3,NA,0,0
49500,2011-08-28,"Wollongong",12.1,18.4,0,NA,NA,"S",46,"S","NE",13,13,73,67,1021.5,1016.8,8,1,15.4,17.7,0,0
35134,2014-09-26,"PerthAirport",11.1,23.1,0,NA,NA,"NW",44,"N","NW",15,28,61,41,1016.8,1012.9,3,2,18.6,22,0,1
38374,2014-05-06,"Perth",15.1,22.9,0,NA,NA,"NNE",24,"ESE","ENE",9,9,79,71,1013,1009.7,7,7,18.5,22.2,0,1
22342,2009-10-08,"Melbourne",8.9,16,0.4,NA,NA,"SSE",44,"S","SSE",11,31,57,45,1027.4,1027.1,6,6,11.3,14.4,0,0
7078,2011-06-06,"NorfolkIsland",14.8,20.9,4,NA,NA,"W",33,"NW","NW",9,20,79,61,1017.9,1015.8,7,6,17.9,20,1,1
23837,2010-05-24,"Bendigo",6.6,12,0,NA,NA,"ENE",31,"NE","E",13,11,68,92,1015.9,1011.4,8,8,10.9,11,0,1
15627,2015-11-17,"MountGambier",7.6,29.5,0,NA,NA,"WNW",57,"NNW","W",17,33,32,25,1012,1011.3,1,1,22.6,26.3,0,0
46883,2015-11-17,"Albury",12.3,31,0,NA,NA,"NNE",35,"SSE","WSW",9,7,67,25,1018.4,1013.2,4,4,18.8,29.6,0,0
43501,2014-08-14,"Brisbane",10.8,21.6,0,NA,NA,"ESE",30,"SW","ESE",7,13,62,44,1030.5,1028,3,2,17.2,20.9,0,0
43511,2009-08-25,"Hobart",3.9,13.7,3.2,NA,NA,"NW",61,"NW","NW",31,35,72,67,987.4,986.5,4,6,6.6,9.4,1,0
22710,2017-05-27,"Richmond",6.8,20.6,0,NA,NA,"ENE",20,NA,"ENE",0,13,91,60,1022.2,1017.3,1,NA,12.9,20.2,0,0
49048,2009-12-27,"Brisbane",22.7,29.3,21,NA,NA,"ENE",35,"NE","ENE",17,19,73,71,1016,1013.7,7,7,26.7,27.2,1,1
18344,2010-10-29,"AliceSprings",18.3,30.8,0,NA,NA,"SSW",56,"NNE","N",24,26,28,78,1008,1008.1,7,7,28,21.7,0,1
20503,2014-09-19,"Adelaide",8.7,19.4,2,NA,NA,"ENE",33,"ENE","NE",17,15,47,29,1026.4,1023.2,NA,NA,14.7,19.1,1,0
34810,2015-09-07,"Nhil",4.2,13.7,4.2,NA,NA,"SW",63,"WSW","WSW",30,31,91,52,1020.9,1020.6,NA,NA,7.9,12.8,1,1
35857,2012-04-12,"Nuriootpa",2.9,24.3,0,NA,NA,"NNE",37,"NE","N",22,13,33,9,1032.6,1029.3,0,0,16.9,23.3,0,0
35389,2014-01-26,"PearceRAAF",21.8,34.6,0,NA,NA,"SW",39,"SSW","SW",17,26,51,40,1010.5,1007.8,NA,NA,27.9,32.2,0,0
3237,2016-11-18,"Albany",10.1,22,0,NA,NA,NA,NA,NA,NA,0,NA,55,NA,1021.4,1017.5,1,NA,18.9,NA,0,0
27417,2010-09-28,"CoffsHarbour",16.6,25.3,0,NA,NA,"SW",24,"SSE","E",11,13,51,74,1013.8,1011,1,6,24,23.2,0,1
9668,2011-09-10,"Perth",8.7,22.4,0,NA,NA,"NE",26,"ENE","SE",11,7,59,32,1036.7,1031.8,0,0,14.1,21.3,0,0
44882,2010-12-29,"Darwin",24.1,31,16.4,NA,NA,"WSW",37,"WSW","WNW",15,22,82,66,1005.9,1002.9,7,7,27.5,30,1,1
10638,2013-11-14,"Cobar",12.4,27,0,NA,NA,"SSW",43,"SSE","SW",11,15,26,9,1017.3,1013.9,0,0,19.7,25.2,0,0
21539,2011-06-18,"Witchcliffe",11.4,18.6,4.4,NA,NA,"W",56,"WNW","WSW",24,22,77,58,NA,NA,NA,NA,17.3,16.8,1,1
46019,2011-03-19,"Perth",18.1,28.1,0,NA,NA,"SSW",39,"S","SW",9,19,70,42,1012.4,1011.6,1,1,22.9,26.1,0,0
24642,2011-07-07,"Cobar",7,15,0,NA,NA,"WSW",37,"W","SW",19,19,54,47,1018.6,1020.9,4,6,10.8,13.5,0,0
35296,2013-05-26,"Dartmoor",7.4,16,0,NA,NA,"SSW",26,"NW","W",7,9,95,91,1029.8,1028.6,NA,NA,12.2,14.2,0,0
24909,2012-10-17,"GoldCoast",15.9,27.4,0,NA,NA,"NNE",41,"NW","NNE",28,30,49,67,1020.6,1015.2,NA,NA,22.9,22.9,0,0
29680,2013-03-28,"Launceston",13.1,19.7,0,NA,NA,"WSW",41,"NW","N",6,17,71,62,1009.7,1007.9,NA,NA,14.2,17.8,0,0
38518,2010-07-01,"Mildura",-0.1,14,0,NA,NA,"W",19,NA,"W",0,9,99,57,1025,1024,0,2,4.7,13.7,0,1
12288,2013-12-25,"Melbourne",12.3,31.8,0,NA,NA,"NNW",43,"ENE","NW",4,20,62,20,1015.1,1010.9,NA,NA,17.9,29.2,0,0
34148,2009-06-19,"Watsonia",2.3,16.7,0.2,NA,NA,"NE",30,"ENE","NE",7,17,99,52,1029.8,1025.8,7,5,4.5,15.5,0,0
38604,2011-10-17,"GoldCoast",18.1,22.2,4.8,NA,NA,"SSE",69,"SSE","SSE",37,52,97,67,1026.5,1026.7,NA,NA,18.1,20.9,1,1
47752,2013-12-27,"GoldCoast",22.4,28.8,0,NA,NA,"SSE",37,"SSE","SSE",24,20,86,77,1010.8,1008.4,NA,NA,24.5,24.8,0,0
12439,2015-08-31,"Witchcliffe",7.8,13.5,3.2,NA,NA,"SW",52,"WNW","SSW",17,22,86,79,1016,1016.2,NA,NA,11.3,10.7,1,1
35343,2010-03-15,"Canberra",9.1,24.4,0,NA,NA,"ENE",31,"SE","WNW",7,9,83,41,1025.9,1022,6,5,14,22.9,0,0
5086,2011-10-31,"NorahHead",14.8,18.9,4.6,NA,NA,"S",44,"SSW","S",28,31,69,68,1020.6,1019.7,NA,NA,17.4,18.5,1,1
22064,2015-05-03,"SydneyAirport",18.6,20.6,27.8,NA,NA,"S",54,"SSW","S",30,39,94,84,1014.6,1012.8,8,6,19,20.3,1,0
35879,2010-11-11,"MelbourneAirport",10.4,29.4,0,NA,NA,"NNE",43,"NE","N",7,31,84,36,1013.5,1008,7,5,15.1,28.3,0,0
29648,2013-03-09,"NorahHead",20.8,27.2,0,NA,NA,"NE",41,"NNW","NE",6,28,77,65,1021.4,1019.3,NA,NA,24.6,24.7,0,0
23609,2014-05-22,"Darwin",23.9,32.9,0.2,NA,NA,"E",30,"ENE","WNW",19,20,65,41,1013,1009.2,1,1,26.9,32.4,0,0
46378,2009-07-21,"PearceRAAF",8.9,15.9,18.6,NA,NA,"WSW",63,"SSW","SSW",13,17,73,75,1012.7,1015.1,6,5,13.1,14.7,1,1
4148,2011-11-07,"GoldCoast",17.9,26.8,0,NA,NA,"NNE",39,"N","NNE",19,30,54,61,1018.6,1015.5,NA,NA,24.3,24.4,0,0
34380,2010-06-30,"Walpole",9.6,14.5,0.2,NA,NA,"ESE",24,NA,"E",0,13,92,66,1034.7,1032.2,NA,NA,10,13.5,0,0
39708,2013-01-17,"Sale",10.4,27.4,0,NA,NA,"ESE",30,"E","ENE",20,20,71,49,1009.7,1005.1,8,8,19.4,25.8,0,0
4539,2013-11-19,"Albury",10.2,31.1,0,NA,NA,"W",22,"E","E",6,7,55,24,1013.4,1008.5,NA,NA,19.8,30.2,0,0
39863,2013-06-01,"Nhil",13.2,15.5,14.4,NA,NA,"S",50,"NW","SE",7,20,93,91,1013.3,1010.4,NA,NA,13.8,14.4,1,1
27514,2014-07-02,"Uluru",2.4,18.9,0,NA,NA,"E",41,"ESE","ENE",15,20,61,23,1027.8,1022.3,NA,NA,7.4,18.3,0,0
11387,2015-06-01,"NorfolkIsland",15.5,21.4,0,NA,NA,"WNW",56,"NW","NW",19,22,78,81,1014.8,1011.5,7,7,19.2,19.8,0,1
38581,2009-03-14,"Witchcliffe",7.5,25.7,0,NA,NA,"SSE",39,"SE","SE",11,17,69,33,1024.8,1019.9,NA,NA,12.2,24.2,0,0
41224,2013-04-30,"Dartmoor",2.6,18.4,0,NA,NA,"NW",17,NA,"WNW",0,7,100,55,1026.2,1023,NA,NA,7.9,16.9,0,0
32910,2010-06-17,"Newcastle",NA,15,0.2,NA,NA,NA,NA,"NW",NA,4,0,87,94,NA,NA,8,8,10.4,12.5,0,0
44085,2013-11-08,"Ballarat",10.4,14.5,0,NA,NA,"SE",57,"SE","W",9,19,78,98,1006.6,1006.2,7,8,13.4,11.7,0,1
6672,2013-05-16,"Witchcliffe",6.1,19.4,0,NA,NA,"NNW",50,"N","NW",11,11,72,72,1012.2,1009.7,NA,NA,14.3,18.6,0,1
34591,2016-06-15,"Cobar",6.8,18.2,0.2,NA,NA,"ESE",24,"ESE","SSE",15,6,75,49,1031.6,1028,NA,NA,10.5,17.8,0,0
35022,2014-05-06,"Nhil",5.1,14.6,1,NA,NA,"SSE",33,"SSE","SSE",11,19,92,57,1027.2,1026.1,NA,NA,8.2,13.1,0,0
31998,2014-04-21,"Moree",9,27.6,0,NA,NA,"N",20,"SE","NW",9,11,44,23,1021.1,1017.1,1,2,19.1,27.2,0,0
25583,2012-02-25,"SalmonGums",10.5,29.5,0,NA,NA,"WNW",46,"E","NW",13,9,57,32,NA,NA,NA,NA,20.2,28.8,0,0
45489,2015-12-27,"SalmonGums",11.1,33.3,0,NA,NA,"N",35,"NNE","ESE",19,9,35,13,NA,NA,NA,NA,22.7,31.7,0,0
34742,2011-09-05,"Albury",4.8,21.4,3.2,NA,NA,"N",31,NA,"NNE",0,22,86,52,1024.5,1020.2,4,NA,10.8,20.7,1,1
15764,2010-01-18,"Woomera",14.8,27.9,0,NA,NA,"S",46,"S","S",19,24,49,25,1018.6,1015.3,3,0,18.8,25.6,0,0
33782,2015-04-22,"Moree",8.2,20.1,1.4,NA,NA,"WSW",31,"SSW","SSW",15,17,82,56,1016.7,1013.1,1,4,12.8,19.9,1,0
27471,2011-09-20,"WaggaWagga",9.8,16.8,0.2,NA,NA,"WNW",67,"W","W",28,41,63,40,1010.4,1011.3,6,6,13.8,15,0,0
4644,2010-01-26,"Moree",24.1,38.2,0,NA,NA,"N",33,"NNE","NNE",24,11,54,16,1012.9,1008.8,1,1,27.9,37.1,0,0
13569,2009-08-05,"Richmond",0.6,18.6,0,NA,NA,"ENE",17,NA,"NE",0,4,83,42,1023.1,1019.9,NA,NA,7.4,18.5,0,0
3859,2016-04-11,"Dartmoor",13.3,18.6,2.4,NA,NA,"SW",30,"WSW","SSW",11,15,93,81,1023.8,1023.3,NA,NA,14.5,17.2,1,1
28766,2009-10-10,"Williamtown",9.8,18.6,20,NA,NA,"SSE",33,"W","ESE",11,26,86,74,1028.8,1026.3,7,6,13,16.7,1,1
10995,2017-01-19,"Portland",10.9,20.7,0,NA,NA,"E",41,"E","ESE",17,20,67,53,1014.5,1009,1,NA,15.4,19.7,0,1
49201,2009-03-07,"Perth",17,31.8,0,NA,NA,"E",43,"E","ESE",20,11,59,25,1020.4,1016.9,1,0,18.9,30.3,0,0
12982,2013-01-02,"Perth",21.6,28.5,0.4,NA,NA,"SW",33,"WSW","WSW",9,15,65,49,1013.2,1011.6,4,2,24.9,27,0,0
27485,2015-08-03,"Sale",5.6,10.6,4.2,NA,NA,"WSW",69,"WSW","W",22,31,90,59,1014.6,1018,8,NA,5.8,8.5,1,0
35592,2011-11-30,"WaggaWagga",17.9,25.4,57.8,NA,NA,"N",48,"N","W",33,20,63,77,1007.4,1012.7,8,8,24.4,16,1,1
29348,2015-04-04,"Brisbane",21,28.5,0.4,NA,NA,"ENE",19,"WSW","NE",2,7,84,64,1014.9,1009.9,7,7,23.6,27.9,0,1
35036,2009-05-03,"CoffsHarbour",13.2,22.3,0,NA,NA,"SSW",44,"WSW","S",17,28,69,57,1025.2,1023.6,3,5,18.2,21.5,0,1
15143,2012-06-03,"GoldCoast",16.9,21.7,75.2,NA,NA,"SE",39,"SSW","N",15,13,99,84,1011.8,1008.2,NA,NA,18,21.3,1,0
16581,2015-03-31,"Townsville",24.5,32.9,0,NA,NA,"ENE",43,"ESE","ENE",26,31,59,61,1017.1,1012.6,3,1,29.6,30.4,0,1
29964,2011-12-16,"Williamtown",11.3,22.9,0,NA,NA,"SE",39,"SW","SE",9,24,70,51,1021.3,1020.8,8,2,18.8,20.6,0,0
40276,2013-07-13,"MountGinini",1.2,6.7,0,NA,NA,"NNE",20,"W","NW",7,6,97,94,NA,NA,NA,NA,3.2,4.2,0,0
23624,2016-10-16,"Bendigo",13.3,22.2,0,NA,NA,"N",39,"N","WNW",20,22,52,56,1003.1,1001.1,1,2,17.1,18.6,0,1
22037,2015-01-28,"Cobar",18,30.9,0,NA,NA,"SE",59,"ESE","SE",17,20,63,32,1008.6,1006.8,1,5,21,29.4,0,0
13125,2010-04-15,"Cairns",23.2,30.4,5.4,NA,NA,"ESE",43,"SSE","SE",17,24,75,67,1013.9,1011.7,6,7,27,28.3,1,1
43004,2015-02-16,"Nuriootpa",15.5,28.5,0,NA,NA,"SE",41,"SSW","NW",13,13,100,23,1018.2,1016.3,6,4,16.9,27.1,0,0
21532,2013-04-11,"Sale",11.7,16.8,0,NA,FALSE,"S",26,"W","S",7,7,85,79,1024.3,1025,8,8,15.8,15.5,0,0
48154,2010-01-18,"Hobart",9.9,19.7,7,NA,NA,"SW",48,"SSW","SW",15,22,52,45,1006.2,1006.3,5,7,14.6,18.5,1,0
37747,2010-05-12,"Cobar",3.5,15.7,0,NA,NA,"SSW",31,"S","S",9,13,54,28,1023.6,1022.2,NA,0,9.3,15.2,0,0
11094,2011-07-20,"Watsonia",9.3,12.3,0.6,FALSE,FALSE,"S",33,"S","SSE",13,19,89,78,1027.4,1026.2,7,7,10.2,11.4,0,0
23504,2009-04-15,"Witchcliffe",8.9,20.1,0,NA,NA,"SSE",46,"E","SSE",13,24,59,51,1022.4,1019.3,NA,NA,14.6,18.8,0,0
15970,2012-10-30,"Albany",11,18.4,3.2,NA,NA,NA,NA,"WSW","WSW",26,22,68,52,1014.2,1015.5,7,2,13.9,15.8,1,0
17055,2013-08-21,"Brisbane",7.7,20.8,0,NA,NA,"WSW",22,"WSW","NW",7,6,38,21,1017.5,1013.3,1,0,13.4,20.1,0,0
1160,2013-04-06,"Uluru",14.5,31.5,0,NA,NA,"NE",39,"SE","E",6,24,51,25,1018.7,1014,NA,NA,22.4,30.2,0,0
35797,2016-05-18,"Sydney",12.7,21.9,0,NA,NA,"WSW",39,"W","N",17,11,49,34,1018.8,1015.2,7,7,14.6,21.4,0,0
33987,2012-06-01,"CoffsHarbour",10.5,20.3,1,NA,NA,"SSW",28,"SW","S",17,13,81,67,1028,1024.2,5,7,16.8,19.7,0,0
7547,2015-06-16,"Canberra",8.2,12.8,6.4,NA,NA,"SW",17,"WSW","NNW",13,6,99,99,1022.4,1018.6,8,8,10.9,12.7,1,1
